5000, 0, 0, 0, 1000
15000, 0, 0, 0, 1000
25000, 0, 0, 0, 1000
35000, 0, 0, 0, 1000
45000, 0, 0, 0, 1000
55000, 0, 0, 0, 1000
65000, 0, 0, 0, 1000
75000, 0, 0, 0, 1000
85000, 0, 0, 0, 1000
95000, 0, 0, 0, 1000
105000, 0, 0, 0, 1000
115000, 0, 0, 0, 1000
125000, 0, 0, 0, 1000
135000, 0, 0, 0, 1000
145000, 0, 0, 0, 1000
155000, 0, 0, 0, 1000
165000, 0, 0, 0, 1000
175000, 0, 0, 0, 1000
185000, 0, 0, 0, 1000
195000, 0, 0, 0, 1000
205000, 0, 0, 0, 1000
215000, 0, 0, 0, 1000
225000, 0, 0, 0, 1000
235000, 0, 0, 0, 1000
245000, 0, 0, 0, 1000
255000, 0, 0, 0, 1000
265000, 0, 0, 0, 1000
275000, 0, 0, 0, 1000
285000, -1, 0, 0, 1000
295000, -1, -1, 0, 1000
305000, -1, -3, -1, 1000
315000, -1, -5, -1, 1001
325000, -1, -7, -1, 1005
335000, -1, -9, -1, 1011
345000, -1, -11, -1, 1019
355000, -1, -13, -1, 1029
365000, -1, -15, -1, 1041
375000, -1, -17, -1, 1055
385000, -1, -19, -1, 1071
395000, -1, -21, -1, 1089
405000, -1, -23, -1, 1109
415000, -1, -25, -1, 1131
425000, -1, -27, -1, 1155
435000, -1, -29, -1, 1181
445000, 0, -31, -1, 1209
455000, 0, -16, -1, 1209
465000, 0, -16, -1, 1209
475000, 0, -16, -1, 1209
485000, 0, -16, -1, 1209
495000, 0, -16, 0, 1209
505000, 0, -16, 0, 1209
515000, 0, -16, 0, 1209
525000, 0, -16, 0, 1209
535000, 0, -16, 0, 1209
545000, 0, -16, 0, 1209
555000, 0, -16, 0, 1209
565000, 0, -16, 0, 1209
575000, 0, -16, 0, 1209
585000, 0, -16, 0, 1209
595000, 0, -16, 0, 1209
605000, 1, -16, 0, 1209
615000, 1, -29, 0, 1193
625000, 1, -32, 0, 1177
635000, 1, -35, 0, 1148
645000, 1, -38, 0, 1116
655000, 1, -41, 1, 1081
665000, 1, -44, 1, 1043
675000, 1, -47, 1, 1003
685000, 1, -50, 1, 960
695000, 1, -53, 1, 914
705000, 1, -56, 1, 865
715000, 1, -59, 1, 813
725000, 1, -62, 1, 758
735000, 1, -65, 1, 700
745000, 1, -68, 1, 639
755000, 1, -71, 1, 575
765000, -1, -74, 1, 508
775000, -1, -49, 1, 578
785000, -1, -51, 0, 651
795000, -1, -53, 0, 699
805000, -1, -55, -1, 750
815000, -1, -57, -1, 803
825000, -1, -59, -1, 859
835000, -1, -61, -1, 917
845000, -1, -63, -1, 977
855000, -1, -65, -1, 1039
865000, -1, -67, -1, 1103
875000, -1, -69, -1, 1169
885000, -1, -71, -1, 1237
895000, -1, -73, -1, 1307
905000, -1, -75, -1, 1379
915000, -1, -77, -1, 1453
925000, 0, -79, -1, 1529
935000, 0, -48, -1, 1529
945000, 0, -48, -1, 1529
955000, 0, -48, -1, 1529
965000, 0, -48, -1, 1529
975000, 0, -48, 0, 1529
985000, 0, -48, 0, 1529
995000, 0, -48, 0, 1529
1005000, 0, -48, 0, 1529
1015000, 0, -48, 0, 1529
1025000, 0, -48, 0, 1529
1035000, 0, -48, 0, 1529
1045000, 0, -48, 0, 1529
1055000, 0, -48, 0, 1529
1065000, 0, -48, 0, 1529
1075000, 0, -48, 0, 1529
1085000, 1, -48, 0, 1529
1095000, 1, -109, 0, 1481
1105000, 1, -112, 0, 1433
1115000, 1, -115, 0, 1324
1125000, 1, -118, 0, 1212
1135000, 1, -121, 1, 1097
1145000, 1, -124, 1, 979
1155000, 1, -127, 1, 859
1165000, 1, -130, 1, 736
1175000, 1, -133, 1, 610
1185000, 1, -136, 1, 481
1195000, 1, -139, 1, 349
1205000, 1, -142, 1, 214
1215000, 1, -145, 1, 76
1225000, 1, -148, 1, 65471
1235000, 1, -151, 1, 65327
1245000, -1, -154, 1, 65180
1255000, -1, -97, 1, 65330
1265000, -1, -99, 0, 65483
1275000, -1, -101, 0, 43
1285000, -1, -103, -1, 142
1295000, -1, -105, -1, 243
1305000, -1, -107, -1, 347
1315000, -1, -109, -1, 453
1325000, -1, -111, -1, 561
1335000, -1, -113, -1, 671
1345000, -1, -115, -1, 783
1355000, -1, -117, -1, 897
1365000, -1, -119, -1, 1013
1375000, -1, -121, -1, 1131
1385000, -1, -123, -1, 1251
1395000, -1, -125, -1, 1373
1405000, 0, -127, -1, 1497
1415000, 0, -80, -1, 1497
1425000, 0, -80, -1, 1497
1435000, 0, -80, -1, 1497
1445000, 0, -80, -1, 1497
1455000, 0, -80, 0, 1497
1465000, 0, -80, 0, 1497
1475000, 0, -80, 0, 1497
1485000, 0, -80, 0, 1497
1495000, 0, -80, 0, 1497
1505000, 0, -80, 0, 1497
1515000, 0, -80, 0, 1497
1525000, 0, -80, 0, 1497
1535000, 0, -80, 0, 1497
1545000, 0, -80, 0, 1497
1555000, 0, -80, 0, 1497
1565000, 1, -80, 0, 1497
1575000, 1, -189, 0, 1417
1585000, 1, -192, 0, 1337
1595000, 1, -195, 0, 1148
1605000, 1, -198, 0, 956
1615000, 1, -201, 1, 761
1625000, 1, -204, 1, 563
1635000, 1, -207, 1, 363
1645000, 1, -210, 1, 160
1655000, 1, -213, 1, 65490
1665000, 1, -216, 1, 65281
1675000, 1, -219, 1, 65069
1685000, 1, -222, 1, 64854
1695000, 1, -225, 1, 64636
1705000, 1, -228, 1, 64415
1715000, 1, -231, 1, 64191
1725000, -1, -234, 1, 63964
1735000, -1, -145, 1, 64194
1745000, -1, -147, 0, 64427
1755000, -1, -149, 0, 64571
1765000, -1, -151, -1, 64718
1775000, -1, -153, -1, 64867
1785000, -1, -155, -1, 65019
1795000, -1, -157, -1, 65173
1805000, -1, -159, -1, 65329
1815000, -1, -161, -1, 65487
1825000, -1, -163, -1, 111
1835000, -1, -165, -1, 273
1845000, -1, -167, -1, 437
1855000, -1, -169, -1, 603
1865000, -1, -171, -1, 771
1875000, -1, -173, -1, 941
1885000, 0, -175, -1, 1113
1895000, 0, -112, -1, 1113
1905000, 0, -112, -1, 1113
1915000, 0, -112, -1, 1113
1925000, 0, -112, -1, 1113
1935000, 0, -112, 0, 1113
1945000, 0, -112, 0, 1113
1955000, 0, -112, 0, 1113
1965000, 0, -112, 0, 1113
1975000, 0, -112, 0, 1113
1985000, 0, -112, 0, 1113
1995000, 0, -112, 0, 1113
2005000, 0, -112, 0, 1113
2015000, 0, -112, 0, 1113
2025000, 0, -112, 0, 1113
2035000, 0, -112, 0, 1113
2045000, 1, -112, 0, 1113
2055000, 1, -269, 0, 1001
2065000, 1, -272, 0, 889
2075000, 1, -275, 0, 620
2085000, 1, -278, 0, 348
